,enrollee_id,gender,target
159,7280,Male,0
160,16903,Male,0
161,13333,Other,0
162,26241,Male,0
163,12381,Other,0
164,4064,Other,1
165,32092,Female,0
166,3766,Male,0
167,30496,Male,0
168,7189,Male,0
169,29497,Male,1
170,31593,Male,0
172,11986,Male,0
173,31033,Other,0
174,14835,Female,0
175,3728,Male,0
176,3024,Male,0
177,23508,Male,0
178,29457,Male,0
179,12297,Other,0
181,3065,Male,0
182,29226,Male,0
183,5493,Male,0
184,2891,Male,0
185,32509,Male,0
186,31841,Other,1
187,907,Female,0
188,29526,Male,1
189,10956,Male,0
190,26099,Male,0
191,26163,Male,0
192,4120,Male,1
193,7335,Male,0
194,706,Male,0
195,9890,Male,0
196,32683,Male,0
197,27104,Male,0
198,7731,Male,0
199,31943,Male,0
200,22899,Other,1
201,33339,Male,0
202,20866,Other,0
203,21634,Other,0
204,29529,Male,1
206,32095,Male,0
207,18272,Other,1
208,30098,Male,0
209,23825,Male,0
210,7672,Other,1
211,5633,Other,0
212,30695,Male,0
213,5573,Other,0
214,24936,Male,0
215,397,Other,0
216,31602,Male,0
217,5278,Male,0
218,16814,Male,0
219,19249,Male,0
220,9475,Male,0
221,4865,Male,0
222,20881,Male,0
223,21563,Other,0
225,26002,Male,1
226,8528,Male,0
227,6141,Male,0
228,27667,Male,0
229,2821,Male,0
230,21216,Other,0
231,25495,Female,0
232,20791,Other,1
233,28015,Male,0
234,10685,Other,0
235,405,Male,0
236,13891,Female,0
237,33050,Other,0
238,399,Male,0
239,8202,Other,1
240,8751,Male,0
241,20744,Male,0
242,25380,Male,0
243,24617,Male,0
244,12509,Male,0
245,25473,Male,0
246,13083,Male,0
247,12454,Other,0
248,3500,Other,0
249,15922,Male,0
250,6685,Male,0
251,28838,Male,0
252,24082,Male,1
253,24846,Other,1
254,1020,Male,0
255,6189,Other,0
256,16994,Other,0
257,13135,Male,0
258,14578,Male,1
259,20732,Other,1
261,16537,Male,0
262,17358,Male,0
263,21933,Male,0
264,7342,Male,0
265,5630,Male,0
266,24152,Male,0
267,17762,Other,1
268,4310,Other,0
269,5142,Other,0
270,22319,Male,1
271,30912,Male,0
272,20976,Male,0
273,13150,Male,0
274,12206,Male,0
275,9407,Male,0
276,13152,Male,0
277,1069,Other,0
278,25418,Male,0
279,22689,Male,0
280,5104,Male,1
281,13994,Male,1
282,27064,Male,0
283,14598,Other,0
284,9571,Male,0
285,30854,Male,0
286,25290,Other,0
287,29640,Male,0
288,17519,Male,0
289,12111,Other,0
290,6085,Male,1
291,27277,Other,0
292,31692,Male,0
293,6052,Male,0
294,18161,Other,0
295,12934,Male,0
296,30400,Male,0
297,26419,Female,0
298,4188,Other,0
299,12117,Male,0
300,28847,Male,0
301,30472,Male,1
302,32534,Male,0
303,22395,Male,1
304,4876,Female,0
305,25182,Other,0
306,26135,Male,1
307,7517,Other,1
308,2793,Male,0
309,25174,Male,0
310,5593,Male,0
311,14003,Female,1
312,33057,Male,1
313,30484,Male,0
314,14688,Male,0
315,25459,Male,0
316,23657,Male,0
317,20322,Male,0
318,22194,Female,0
319,31401,Male,0
320,14914,Other,0
321,20376,Male,1
322,27530,Other,0
323,24701,Other,0
324,6790,Male,0
325,10102,Male,0
326,10338,Male,0
327,15701,Male,0
328,21218,Male,0
329,1586,Other,0
330,9189,Other,0
331,13788,Other,0
332,10752,Female,1
333,28406,Other,0
334,26320,Other,0
335,17460,Female,0
336,18657,Other,1
337,9384,Male,0
338,4269,Female,0
339,14935,Male,0
340,28033,Male,0
341,1568,Male,0
342,15465,Male,0
344,24729,Other,0
345,29440,Male,1
346,32652,Male,0
347,28556,Other,0
348,12875,Male,1
349,21078,Female,0
350,30331,Other,0
351,5899,Male,0
352,22787,Male,0
353,27435,Male,0
354,2855,Male,0
356,27866,Male,0
357,7328,Male,1
358,24807,Male,0
359,27113,Male,1
360,6008,Male,0
361,760,Male,0
362,2990,Male,1
363,28229,Male,0
364,4162,Male,0
365,27326,Male,0
367,2194,Male,0
368,21564,Male,1
369,17432,Female,0
370,13952,Male,1
371,1988,Male,0
372,23691,Other,1
373,10481,Other,0
374,8540,Male,0
375,8806,Female,1
376,15468,Male,0
377,32747,Other,0
378,1297,Male,0
379,4075,Male,1
380,12772,Other,0
381,22517,Male,0
382,26388,Male,1
383,30676,Male,0
384,18376,Male,0
385,10970,Male,0
386,29961,Male,0
387,5136,Male,0
388,20369,Male,0
389,23505,Male,0
390,11751,Male,0
393,32699,Other,0
394,10370,Male,0
395,4095,Other,0
396,5340,Male,0
397,9217,Male,0
398,15294,Other,1
400,5673,Male,0
401,25421,Male,0
402,20698,Male,0
403,41,Male,0
404,23636,Male,0
406,21466,Male,1
407,9515,Male,0
408,20743,Male,1
409,25766,Male,0
410,4626,Male,0
411,4642,Male,0
412,16178,Male,0
413,1829,Male,1
414,2377,Other,0
415,8287,Male,1
416,10529,Male,0
417,30608,Other,0
418,27546,Male,0
419,32324,Male,0
420,8442,Other,0
421,8151,Other,0
422,15796,Female,1
423,9420,Other,0
424,17083,Female,0
425,16414,Male,0
426,32340,Male,0
427,18462,Male,0
428,7996,Other,0
429,30636,Male,1
430,29982,Female,0
431,29217,Male,0
432,18454,Female,0
433,22508,Female,0
434,25969,Male,0
435,28080,Other,0
436,21134,Male,1
437,30925,Male,0
438,29000,Male,0
439,26925,Other,1
440,7696,Other,0
441,25525,Other,0
442,21989,Male,0
443,10984,Male,0
444,26543,Male,0
445,32043,Male,1
446,15343,Male,0
447,30967,Male,1
448,30191,Male,0
449,13537,Male,0
450,23185,Male,0
451,1434,Other,0
452,9600,Male,1
453,25963,Male,0
454,5141,Male,0
455,657,Male,0
456,29991,Male,1
457,18759,Male,0
459,5731,Male,0
460,20135,Male,0
461,18620,Male,0
462,24226,Female,0
463,10092,Other,0
464,1950,Other,1
465,7909,Male,1
466,11966,Male,0
467,10017,Male,0
468,28391,Other,1
469,361,Male,0
470,20797,Male,0
471,25041,Male,1
472,18476,Other,1
473,26668,Other,0
474,18586,Other,0
475,17783,Male,0
476,13256,Male,1
477,6283,Male,0
478,2586,Other,0
480,28468,Male,0
481,17941,Other,0
482,23384,Other,0
483,4978,Male,0
484,28641,Male,0
485,28915,Male,0
486,33367,Male,1
487,14999,Other,0
488,3999,Male,0
489,9860,Male,0
490,31153,Male,1
491,26616,Male,0
492,24366,Male,1
493,19986,Other,0
494,17786,Male,0
495,1396,Male,0
496,22954,Female,0
497,14775,Male,0
498,1563,Male,0
499,29612,Male,1
500,23856,Male,0
501,30441,Male,0
502,22742,Other,0
503,30265,Male,1
504,11545,Male,0
505,2404,Male,1
506,7243,Other,0
507,19555,Male,0
508,20486,Other,0
509,17400,Male,0
510,22005,Other,0
511,10612,Male,1
512,23365,Male,1
513,13288,Male,0
514,23430,Male,0
515,30404,Male,1
516,8930,Male,0
517,3920,Male,0
518,29841,Other,1
519,16289,Other,1
520,19889,Other,0
521,11780,Male,1
522,8489,Male,1
523,32581,Male,1
524,22420,Male,0
525,28415,Male,0
526,32260,Male,0
527,21603,Male,0
528,19702,Male,1
529,17665,Male,0
530,19612,Male,1
531,18905,Male,0
532,824,Male,0
533,27275,Male,1
534,14217,Male,0
535,13209,Other,0
536,9414,Male,1
537,33242,Male,0
538,24224,Male,0
539,9684,Male,0
540,8584,Male,0
541,27003,Male,0
542,17840,Male,0
543,29723,Male,0
544,33181,Male,0
545,29288,Male,1
546,3004,Male,0
547,5828,Male,0
548,22211,Male,0
549,28193,Male,0
550,26291,Male,0
551,11739,Male,0
552,20878,Male,0
553,31156,Male,0
554,21878,Other,0
555,7009,Other,0
556,31013,Male,0
557,7145,Male,0
558,2690,Male,0
559,28829,Male,1
560,28477,Other,1
561,17107,Male,0
563,5911,Male,0
564,24069,Male,0
565,20803,Male,0
566,3752,Male,0
567,32925,Male,0
568,27494,Other,0
569,19818,Male,1
570,22581,Male,1
571,2629,Male,0
572,20143,Male,0
573,2478,Male,1
574,25957,Male,0
576,27624,Other,0
577,32355,Male,0
578,12140,Female,0
579,9743,Male,1
580,3827,Male,0
581,9338,Other,0
582,10386,Male,0
583,14901,Other,0
584,6909,Female,1
585,20751,Other,0
586,13597,Male,0
587,4498,Male,1
588,29508,Male,0
590,32947,Other,1
591,4766,Other,0
592,428,Male,0
594,21843,Male,0
595,17162,Male,1
596,15259,Male,0
597,14487,Male,0
598,8055,Male,0
599,4922,Male,0
600,20653,Male,0
601,707,Other,0
602,1131,Male,0
603,22219,Male,0
604,10454,Female,0
605,14740,Other,1
606,12183,Male,1
607,22052,Male,0
608,8677,Male,0
609,29432,Male,0
610,6812,Male,0
611,14890,Male,0
612,9569,Male,0
613,6389,Male,0
614,14622,Male,1
615,24586,Male,0
616,9463,Male,0
617,6379,Other,0
618,30514,Male,0
619,12349,Male,0
620,6995,Male,0
621,13311,Male,0
622,26275,Male,1
623,30814,Male,0
624,20823,Male,0
625,18810,Male,1
626,79,Male,1
627,16177,Male,0
628,16141,Other,0
629,5417,Male,0
630,24280,Male,0
632,22112,Male,0
633,11003,Male,0
634,12631,Other,0
635,6326,Male,0
636,24870,Other,0
637,18170,Male,0
638,33254,Female,1
639,11821,Male,0
640,24937,Male,1
641,15837,Other,1
642,31083,Male,1
643,15436,Female,1
644,13102,Male,0
645,30277,Other,0
646,4475,Male,0
647,4072,Male,0
648,11085,Male,0
649,3878,Male,0
650,33104,Male,0
651,17304,Male,0
652,23719,Other,1
653,22348,Male,0
655,27959,Other,1
656,11655,Male,0
657,26713,Male,0
658,3248,Male,0
659,32877,Male,1
660,25363,Other,0
661,22573,Other,0
662,440,Male,0
663,27697,Male,0
665,30509,Male,0
666,28149,Female,1
667,24708,Male,1
668,32836,Male,0
669,16372,Other,0
670,33292,Male,1
671,32619,Female,0
672,29606,Male,0
673,11430,Male,1
674,10967,Male,1
675,17375,Male,1
676,26025,Male,1
677,19795,Male,1
678,10554,Male,0
679,8311,Male,0
680,5801,Other,0
681,6010,Male,0
682,31210,Male,0
683,24714,Male,1
684,5203,Male,1
685,7193,Male,0
686,1695,Other,0
687,16625,Male,1
688,23714,Male,0
689,21967,Male,0
690,33342,Male,0
691,29737,Male,0
692,9846,Male,0
693,3965,Other,0
694,15430,Male,0
695,20911,Other,1
696,6724,Male,0
697,21442,Male,1
698,12716,Other,0
699,18,Male,0
700,26402,Male,0
701,26214,Male,0
702,21033,Male,0
703,19073,Male,0
704,6775,Male,0
705,26126,Male,0
706,28673,Male,1
707,15012,Male,0
708,10930,Male,0
709,7610,Male,1
710,12931,Male,0
711,6502,Other,0
712,29945,Male,0
713,14523,Other,1
714,15470,Male,1
715,2485,Male,0
716,24355,Other,0
717,6407,Other,0
720,27786,Male,0
721,15868,Male,1
722,26755,Other,0
723,10285,Other,0
724,18289,Other,0
725,13687,Male,0
726,27535,Male,0
727,25850,Female,1
728,12830,Other,0
729,17967,Male,0
730,12217,Male,0
731,19215,Male,0
732,27139,Male,1
733,32862,Male,1
734,24887,Other,0
735,19378,Male,0
736,29769,Other,0
737,18907,Male,0
738,23572,Male,0
739,7991,Male,1
740,6448,Male,0
741,30878,Male,0
742,4606,Male,0
743,4367,Male,1
744,27114,Male,0
745,8023,Other,0
746,3708,Male,0
747,25403,Male,0
748,20140,Female,1
749,26455,Other,0
750,19618,Male,0
751,18497,Other,0
752,31798,Male,0
753,30076,Male,0
755,4302,Male,0
756,4980,Male,0
757,7951,Male,0
758,15106,Male,0
759,15211,Other,1
761,17529,Male,1
762,8852,Male,0
763,1794,Male,0
764,13720,Male,0
765,11292,Male,1
766,24062,Male,1
767,33188,Other,0
768,22896,Other,1
769,17781,Male,0
771,28433,Male,0
772,27490,Male,0
773,31489,Male,0
774,15297,Other,0
775,21585,Male,0
777,26674,Male,0
778,13870,Male,0
779,24222,Male,0
780,24054,Other,1
781,15241,Male,0
782,14204,Male,0
783,18130,Female,0
784,28603,Male,0
785,23984,Male,0
786,26129,Other,1
787,16438,Other,0
788,18892,Male,0
789,3498,Male,0
790,32720,Female,1
791,4828,Male,1
792,29201,Male,0
793,33126,Male,0
794,11950,Other,0
795,24127,Male,0
797,23157,Male,0
798,18791,Other,1
799,2181,Male,0
800,23931,Male,0
801,16466,Male,0
802,33358,Female,1
803,17268,Male,0
804,31935,Male,0
805,24091,Male,1
806,6060,Other,0
807,9337,Other,0
808,15998,Male,0
809,21129,Other,0
810,3223,Male,0
811,28211,Male,0
812,18999,Other,0
813,21176,Male,0
814,32958,Female,0
815,23835,Other,0
816,25327,Male,0
817,27678,Male,0
818,23741,Male,1
819,28820,Male,1
820,17500,Male,0
821,14295,Male,0
822,32617,Male,0
823,893,Male,0
824,17725,Other,0
825,28991,Male,1
826,10175,Other,0
827,1783,Male,0
828,14496,Male,0
829,9147,Male,0
830,17370,Other,1
831,22997,Male,0
832,31011,Other,0
833,20828,Other,0
834,2991,Male,0
835,30340,Male,0
836,7160,Male,1
837,9448,Male,0
838,12062,Male,1
839,18498,Male,0
840,9485,Other,0
841,25817,Male,0
842,25834,Male,0
843,22816,Male,0
844,27753,Male,0
845,15597,Male,0
846,23247,Male,0
848,9598,Other,1
849,19454,Female,1
850,14642,Male,0
851,3438,Male,1
852,12474,Other,0
853,10669,Other,1
854,23609,Male,0
855,32614,Male,0
856,4568,Male,0
857,12469,Male,0
858,13864,Male,0
859,365,Female,0
860,6525,Other,0
861,26682,Male,0
862,19560,Male,1
863,33255,Male,1
864,32882,Male,0
865,21225,Male,0
866,18441,Other,1
867,33049,Male,0
868,7710,Male,0
869,11323,Male,0
870,32733,Male,1
871,25690,Male,1
872,12503,Female,0
873,12310,Female,0
874,15250,Male,0
875,13277,Male,0
876,30041,Male,1
877,22238,Female,0
878,9180,Female,0
879,2015,Male,1
880,3758,Male,0
881,31014,Male,0
882,2311,Male,0
883,16796,Male,0
884,26094,Other,0
885,13138,Male,0
886,32165,Male,0
887,13547,Male,0
888,10756,Other,0
889,13583,Other,0
890,23623,Male,0
892,16787,Male,0
893,5775,Other,0
894,20785,Male,0
895,28699,Male,0
896,24337,Other,0
897,22966,Male,0
898,3133,Other,0
899,32482,Male,0
901,10209,Male,0
903,28490,Male,0
904,8093,Female,0
905,7452,Male,0
906,17465,Female,1
907,30817,Other,0
908,23295,Male,0
910,5989,Other,1
911,11542,Other,0
912,30339,Male,0
913,11696,Male,0
914,6449,Male,0
915,18824,Male,0
916,23056,Male,0
917,299,Male,0
918,26304,Male,0
919,31586,Male,0
920,28453,Male,0
921,18859,Male,0
922,23001,Male,0
923,16784,Male,0
924,22595,Male,0
925,730,Other,0
926,12757,Male,1
927,32758,Female,0
929,23328,Male,1
930,28336,Male,0
931,6304,Male,0
932,32427,Male,0
933,31368,Male,0
934,13273,Other,1
935,31023,Male,0
936,16948,Other,0
937,1161,Other,0
938,27629,Male,1
939,21443,Male,1
940,13383,Male,0
941,10293,Male,1
942,11265,Female,0
943,1973,Male,0
944,14800,Female,0
945,32820,Female,1
946,30794,Male,0
947,32341,Male,1
948,9499,Female,0
949,23511,Male,0
950,20167,Male,0
951,16791,Other,1
952,22494,Male,1
953,31405,Male,1
954,29916,Male,1
955,12101,Male,0
956,12770,Male,0
957,22723,Male,0
958,6025,Female,0
959,21276,Male,0
960,1943,Other,1
961,26974,Male,0
962,30205,Male,0
963,10668,Male,0
964,7515,Other,0
965,27419,Other,0
966,1102,Male,0
967,23981,Other,0
968,6277,Other,0
969,13345,Other,0
970,23325,Other,1
971,31769,Male,0
972,18478,Other,0
973,20302,Other,1
974,16067,Male,0
975,6426,Male,0
976,1343,Other,0
978,13173,Male,0
979,12256,Male,1
980,7612,Male,0
981,28866,Male,0
982,33128,Male,0
983,20747,Male,0
984,10240,Male,0
985,15160,Male,0
986,12284,Male,0
987,25888,Male,1
988,1427,Male,0
989,22403,Other,1
990,21667,Other,1
991,25916,Male,0
992,12121,Male,0
993,28320,Male,1
995,28500,Other,0
996,10371,Female,0
997,10028,Male,0
998,29671,Male,0
999,4482,Male,0
1000,23392,Male,1
1001,5879,Male,0
1002,8861,Other,0
1003,21196,Male,0
1004,10724,Other,0
1005,12657,Other,0
1006,2150,Male,0
1007,24763,Male,1
1008,21813,Male,0
1009,6480,Male,0
1010,29174,Male,0
1011,8007,Female,0
1012,8388,Male,0
1013,32631,Male,1
1014,10116,Male,0
1015,1708,Male,1
1016,13487,Female,0
1017,24199,Male,0
1018,14341,Other,0
1019,16990,Male,1
1020,24834,Male,0
1021,16105,Male,1
1022,10758,Male,0
1023,17702,Male,1
1024,3144,Male,0
1025,20359,Male,0
1026,30558,Male,1
1027,32546,Male,0
1028,20555,Male,0
1029,12190,Male,0
1030,30511,Male,0
1031,16333,Male,1
1033,14171,Male,1
1034,10933,Male,0
1035,14379,Male,0
1036,11388,Other,1
1037,28042,Male,0
1038,23013,Male,1
1039,30970,Male,0
1040,9052,Male,0
1041,5832,Male,1
1042,26270,Female,1
1043,29151,Male,0
1044,7545,Other,0
1045,28589,Other,0
1046,1709,Male,0
1048,10205,Male,0
1049,17483,Male,1
1050,5710,Male,0
1051,30916,Other,0
1052,2832,Male,0
1053,25810,Female,0
1054,33068,Male,0
1055,16735,Male,1
1056,9930,Male,0
1057,24345,Other,1
1058,700,Male,0
1059,29600,Male,0
1060,19438,Male,0
1061,19266,Other,0
1062,18670,Female,0
1063,12660,Other,0
1064,12129,Male,0
1065,13955,Male,0
1066,18667,Other,0
1067,33153,Male,0
1068,14151,Male,1
1069,4046,Male,0
1070,25432,Other,1
1071,5978,Male,0
1072,32799,Male,0
1073,273,Male,0
1074,10238,Other,0
1075,264,Other,0
1076,17510,Male,0
1077,24901,Male,0
1078,33318,Male,1
1079,12800,Male,1
1080,17237,Male,1
1081,13992,Male,0
1082,15125,Male,1
1083,15213,Male,1
1084,889,Other,1
1085,28843,Male,0
1086,25273,Other,1
1087,29598,Other,1
1088,21642,Male,0
1089,25912,Male,1
1090,29086,Female,0
1092,25285,Other,1
1093,5180,Male,1
1094,19649,Male,1
1095,31008,Male,0
1096,9412,Other,0
1097,4133,Male,0
1098,5875,Male,0
1099,4536,Male,0
1100,27046,Female,0
1101,16041,Male,0
1102,19718,Male,0
1103,4118,Male,0
1104,3867,Other,0
1105,27539,Male,0
1106,7765,Female,1
1107,32605,Male,0
1108,20048,Male,0
1109,29460,Male,1
1110,15004,Male,0
1111,18404,Male,0
1112,4318,Male,0
1113,674,Male,0
1114,32802,Male,0
1115,11248,Male,1
1116,13649,Other,1
1117,17132,Male,1
1118,8836,Other,0
1119,1101,Male,0
1120,8606,Other,0
1121,14793,Male,0
1122,10938,Male,1
1123,31862,Male,0
1124,33330,Male,0
1125,28774,Male,0
1126,31370,Male,0
1127,31628,Other,1
1128,11275,Male,0
1129,1866,Male,1
1130,23958,Male,0
1131,17281,Male,1
1132,7739,Male,0
1133,7155,Male,0
1134,6482,Other,0
1135,21474,Other,0
1136,628,Male,1
1137,28931,Female,0
1138,24975,Other,0
1139,14107,Male,0
1140,1471,Male,0
1141,24191,Male,0
1142,18127,Male,1
1143,15336,Other,0
1144,1742,Male,0
1145,21691,Female,0
1147,12402,Male,0
1148,30354,Male,0
1149,16447,Male,0
1150,11933,Male,1
1151,28214,Female,0
1152,26261,Male,1
1153,22946,Male,0
1154,23366,Other,0
1155,23311,Male,0
1156,11964,Male,1
1157,20012,Male,0
1158,2549,Male,0
1159,11673,Male,0
1160,22196,Male,0
1161,21236,Other,0
1162,9385,Other,0
1163,31873,Male,0
1164,24850,Other,0
1165,27373,Other,0
1167,7786,Other,1
1168,29672,Male,1
1169,2108,Male,0
1170,5991,Other,0
1171,27153,Other,0
1172,32082,Female,0
1173,15222,Male,1
1174,31579,Male,0
1175,32485,Female,1
1176,26551,Male,0
1177,7726,Male,1
1178,22372,Other,1
1179,20065,Male,0
1180,26582,Male,0
1181,23831,Male,1
1182,3052,Other,1
1183,16437,Other,0
1184,14361,Male,0
1185,3060,Male,0
1186,22797,Other,0
1188,18803,Female,0
1189,24456,Male,1
1190,14203,Other,0
1191,31211,Male,0
1192,26423,Other,0
1193,14582,Female,0
1194,6511,Other,1
1195,8978,Other,0
1196,9634,Male,0
1197,2780,Male,0
1198,3048,Other,0
1199,15051,Male,0
1201,12504,Male,1
1202,29357,Male,0
1203,15818,Male,0
1204,26132,Male,0
1205,3918,Male,0
1206,19030,Male,0
1207,5734,Male,1
1208,14847,Male,1
1209,11713,Male,1
1210,3846,Male,0
1211,29556,Male,1
1212,8667,Male,0
1213,11045,Other,1
1214,9739,Male,1
1215,16711,Other,1
1216,29918,Female,1
1217,31713,Male,1
1218,29486,Male,1
1219,15264,Other,0
1220,1075,Male,0
1221,328,Male,0
1222,29628,Male,0
1223,27370,Male,0
1224,18754,Male,0
1225,12225,Male,0
1226,30653,Male,0
1227,9162,Male,0
1228,27115,Male,0
1229,3932,Male,0
1230,25102,Male,1
1231,15912,Female,0
1232,33340,Male,0
1233,27462,Male,0
1234,4505,Male,0
1235,32415,Male,0
1236,28509,Other,1
1237,1641,Female,0
1238,33245,Male,1
1239,10406,Other,1
1241,20608,Other,1
1242,27880,Male,1
1243,26398,Other,1
1244,7159,Other,0
1245,18281,Male,0
1246,31967,Male,0
1248,19290,Male,0
1249,6838,Male,0
1250,2353,Male,1
1251,26351,Male,1
1252,31075,Male,0
1253,10002,Male,1
1254,12048,Male,0
1255,19068,Female,0
1256,2501,Male,0
1257,20741,Male,1
1258,10893,Male,0
1259,31767,Other,1
1260,27709,Male,0
1261,31782,Other,0
1262,28653,Male,1
1263,867,Male,1
1264,29820,Male,0
1265,31248,Other,0
1266,32697,Other,0
1267,26854,Other,0
1268,14848,Male,1
1269,9503,Other,0
1270,33304,Male,1
1271,10653,Other,0
1272,9094,Other,0
1273,23715,Male,0
1274,10885,Male,0
1275,28459,Male,0
1276,6593,Male,0
1277,14381,Male,1
1278,13010,Male,0
1279,6990,Male,0
1280,21696,Male,0
1281,18572,Male,0
1282,9110,Male,0
1283,2800,Male,0
1284,5366,Male,0
1285,15705,Male,1
1286,13484,Male,0
1287,11347,Male,0
1288,24895,Other,1
1289,13858,Other,0
1290,10611,Female,0
1291,19645,Male,1
1292,17585,Male,0
1294,12794,Male,0
1295,21596,Male,0
1296,6665,Male,1
1297,7194,Male,0
1298,2929,Male,1
1299,33054,Male,0
1300,8585,Female,0
1301,15942,Male,0
1302,16470,Male,0
1303,21956,Male,1
1304,21692,Male,0
1305,32945,Male,1
1306,11530,Male,0
1307,21105,Other,0
1308,17639,Male,0
1309,22181,Other,1
1310,5176,Male,1
1311,17931,Male,1
1312,10923,Male,0
1313,18686,Male,0
1314,16404,Male,0
1315,3353,Male,0
1317,3029,Male,0
1318,24377,Other,0
1319,11709,Male,0
1320,6278,Male,0
1321,6157,Male,0
1322,4487,Male,0
1324,19832,Male,0
1325,30630,Male,1
1326,18835,Female,1
1327,23987,Male,1
1328,24671,Male,0
1329,17679,Male,0
1330,21192,Other,0
1331,4029,Male,0
1332,28907,Male,0
1333,7826,Male,0
1334,20728,Male,0
1335,15217,Male,1
1336,19737,Male,0
1337,10333,Male,0
1338,31422,Male,0
1339,5763,Male,0
1340,10648,Male,0
1341,1922,Male,1
1342,8237,Other,1
1343,26505,Male,0
1344,4198,Male,0
1345,12512,Male,1
1346,6866,Male,0
1347,19120,Male,0
1348,13759,Male,0
1349,3436,Male,0
1350,9290,Male,0
1351,10515,Female,1
1352,20766,Other,1
1353,10364,Other,0
1354,8906,Female,0
1355,4182,Male,0
1356,28141,Other,0
1357,12943,Male,0
1358,26762,Male,0
1359,22100,Male,0
1360,5549,Male,0
1361,8001,Other,0
1362,14176,Female,1
1363,20988,Male,1
1364,10096,Male,0
1365,18688,Other,1
1366,32990,Other,1
1367,18908,Male,0
1368,8739,Other,0
1369,29900,Other,1
1370,6372,Male,0
1371,15178,Male,0
1373,819,Male,1
1374,6014,Male,0
1375,7537,Male,0
1377,31595,Male,0
1378,23812,Male,0
1379,16712,Male,0
1380,7174,Male,0
1381,28081,Male,0
1382,1218,Male,0
1383,8899,Other,0
1384,5181,Male,1
1385,840,Male,0
1386,2935,Male,1
1387,5107,Male,0
1389,31920,Male,0
1390,29220,Male,0
1391,21501,Other,1
1392,13500,Other,1
1393,5210,Male,0
1394,10443,Female,0
1395,11068,Male,1
1396,27205,Male,1
1397,9921,Female,0
1398,10186,Male,0
1399,28508,Other,0
1400,24021,Male,1
1401,31611,Male,1
1402,16681,Female,0
1403,12895,Male,0
1404,19356,Male,0
1405,27663,Male,0
1406,25779,Male,0
1407,24349,Male,0
1408,25613,Male,0
1409,27310,Male,0
1410,16109,Female,1
1411,30452,Male,0
1412,9378,Other,0
1413,2688,Male,1
1414,21183,Male,0
1415,8221,Male,0
1416,4266,Male,0
1417,15775,Other,0
1418,6604,Other,0
